Date,FIPS,Recip_County,Recip_State,Series_Complete_Yes,Series_Complete_Pop_Pct,pop
9/14/2022,56035,Sublette County,WY,"3,737",38,5263.157895
9/14/2022,17099,LaSalle County,IL,"64,265",59.1,129771.3787
9/14/2022,48385,Real County,TX,"1,714",49.7,148511.9306
9/14/2022,28117,Prentiss County,MS,"10,961",43.6,209181.9338
9/14/2022,19091,Humboldt County,IA,"4,849",50.7,193941.9014
9/14/2022,29003,Andrew County,MO,"7,022",39.6,26042.19409
9/14/2022,42087,Mifflin County,PA,"23,612",51.2,12836.39399
9/14/2022,06021,Glenn County,CA,"16,033",56.5,40052.63158
9/14/2022,55129,Washburn County,WI,"10,125",64.4,94561.77156
9/14/2022,13185,Lowndes County,GA,"47,866",40.8,3251.162791
9/14/2022,30035,Glacier County,MT,"12,038",87.5,14183.85093
9/14/2022,08061,Kiowa County,CO,533,37.9,17702.59481
9/14/2022,13297,Walton County,GA,"39,846",42.1,34638.82353
9/14/2022,05029,Conway County,AR,"11,497",55.2,148361.2903
9/14/2022,54099,Wayne County,WV,"21,832",55.4,3506.112469
9/14/2022,72065,Hatillo Municipio,PR,"27,578",70.3,19134.32836
9/14/2022,18151,Steuben County,IN,"16,879",48.8,36451.01664
9/14/2022,26119,Montmorency County,MI,"5,125",54.9,31092.23301
9/14/2022,20185,Stafford County,KS,"1,966",47.3,6278.325123
9/14/2022,12127,Volusia County,FL,"335,913",60.7,694518.3016
9/14/2022,31109,Lancaster County,NE,"216,698",67.9,4949.856734
9/14/2022,50019,Orleans County,VT,"16,187",59.9,2585.253456
9/14/2022,39093,Lorain County,OH,"201,404",65,33207.83133
9/14/2022,49001,Beaver County,UT,"3,284",48.9,31545.3149
9/14/2022,48501,Yoakum County,TX,"3,511",40.3,110864.1115
9/14/2022,12037,Franklin County,FL,"5,941",49,12258.13953
9/14/2022,48155,Foard County,TX,498,43.1,2749.077491
9/14/2022,48381,Randall County,TX,"64,540",46.9,16340.54054
9/14/2022,41071,Yamhill County,OR,"68,887",64.3,24402.27273
9/14/2022,27103,Nicollet County,MN,"21,812",63.6,13097.3236
9/14/2022,55131,Washington County,WI,"79,863",58.7,3263.959391
9/14/2022,02090,Fairbanks North Star Borough,AK,"59,776",61.7,44606.12691
9/14/2022,02013,Aleutians East Borough,AK,"2,492",74.7,36128.95662
9/14/2022,31181,Webster County,NE,"1,361",39,10235.71429
9/14/2022,48087,Collingsworth County,TX,977,33.5,12588.61789
9/14/2022,72099,Moca Municipio,PR,"29,744",85.2,8183.602771
9/14/2022,48289,Leon County,TX,"6,257",36,10786.80203
9/14/2022,13239,Quitman County,GA,787,34.2,8015.122873
9/14/2022,46041,Dewey County,SD,"4,776",81.1,46753.91499
9/14/2022,38085,Sioux County,ND,"2,743",64.8,63525.56237
9/14/2022,48409,San Patricio County,TX,"37,460",56.1,13759.4235
9/14/2022,21097,Harrison County,KY,"9,619",50.9,37641.02564
9/14/2022,20155,Reno County,KS,"31,402",50.7,7662.763466
9/14/2022,26075,Jackson County,MI,"84,210",53.1,30584.61538
9/14/2022,49051,Wasatch County,UT,"21,072",61.8,2997.560976
9/14/2022,32001,Churchill County,NV,"13,653",54.8,7956.521739
9/14/2022,20039,Decatur County,KS,"1,166",41.2,35768.84422
9/14/2022,21081,Grant County,KY,"12,545",50,19960.62992
9/14/2022,29131,Miller County,MO,"8,708",34,74017.54386
9/14/2022,47031,Coffee County,TN,"26,639",47.1,11519.60784
9/14/2022,37175,Transylvania County,NC,"20,498",59.6,9857.908847
9/14/2022,13121,Fulton County,GA,"613,175",57.6,16702.25873
9/14/2022,72015,Arroyo Municipio,PR,"13,432",77.9,36911.76471
9/14/2022,55071,Manitowoc County,WI,"48,725",61.7,7296.625222
9/14/2022,48103,Crane County,TX,"1,791",37.3,103894.3662
9/14/2022,42061,Huntingdon County,PA,"23,700",52.5,81805.73248
9/14/2022,30071,Phillips County,MT,"1,788",45.2,25090.90909
9/14/2022,31147,Richardson County,NE,"4,195",53.3,86190.47619
9/14/2022,27155,Traverse County,MN,"2,131",65.4,34958.01527
9/14/2022,37185,Warren County,NC,"11,443",58,5913.043478
9/14/2022,55009,Brown County,WI,"175,381",66.3,134783.3333
9/14/2022,06101,Sutter County,CA,"60,375",62.3,844.3935927
9/14/2022,53001,Adams County,WA,"12,298",61.5,84580.64516
9/14/2022,47069,Hardeman County,TN,"12,034",48,25032.98969
9/14/2022,54083,Randolph County,WV,"15,985",55.7,34366.66667
9/14/2022,41029,Jackson County,OR,"130,743",59.2,6965.517241
9/14/2022,55041,Forest County,WI,"5,572",61.9,15150.42373
9/14/2022,13157,Jackson County,GA,"31,409",43,45592.96482
9/14/2022,48505,Zapata County,TX,"8,584",60.5,15190.88937
9/14/2022,24047,Worcester County,MD,"38,370",73.4,163689.3939
9/14/2022,05011,Bradley County,AR,"6,254",58.1,16837.26415
9/14/2022,47011,Bradley County,TN,"46,143",42.7,24028.6533
9/14/2022,06077,San Joaquin County,CA,"465,003",61,179968.9922
9/14/2022,26129,Ogemaw County,MI,"9,647",45.9,25563.53591
9/14/2022,48471,Walker County,TX,"35,155",48.2,179138.5827
9/14/2022,19177,Van Buren County,IA,"2,997",42.5,24754.6729
9/14/2022,42017,Bucks County,PA,"478,896",76.2,96776.04977
9/14/2022,56023,Lincoln County,WY,"8,916",45,50969.75089
9/14/2022,49021,Iron County,UT,"25,736",46.9,38857.45614
9/14/2022,21071,Floyd County,KY,"20,621",57.9,47517.97603
9/14/2022,20079,Harvey County,KS,"16,673",48.4,76108.06175
9/14/2022,38013,Burke County,ND,846,40,36998.80668
9/14/2022,40013,Bryan County,OK,"21,251",44.3,12639.55638
9/14/2022,29023,Butler County,MO,"14,999",35.3,169345.7844
9/14/2022,29069,Dunklin County,MO,"11,181",38.4,18713.02428
9/14/2022,51830,Williamsburg city,VA,"5,947",39.8,3837.294333
9/14/2022,16019,Bonneville County,ID,"65,046",54.6,12968.68009
9/14/2022,34039,Union County,NJ,"407,390",73.2,1396.226415
9/14/2022,01107,Pickens County,AL,"10,194",51.1,35130.03663
9/14/2022,27109,Olmsted County,MN,"124,358",78.6,180839.527
9/14/2022,29079,Grundy County,MO,"3,585",36.4,37047.5
9/14/2022,72077,Juncos Municipio,PR,"29,992",78.6,821798.9204
9/14/2022,31151,Saline County,NE,"7,716",54.2,10061.11111
9/14/2022,19165,Shelby County,IA,"6,907",60.3,6191.616766
9/14/2022,37081,Guilford County,NC,"354,607",66,6613.772455
9/14/2022,25011,Franklin County,MA,"49,431",70.4,7894.736842
9/14/2022,26141,Presque Isle County,MI,"7,621",60.5,263573.6544
9/14/2022,38073,Ransom County,ND,"3,175",60.8,67504.64396
9/14/2022,56029,Park County,WY,"13,726",47,26417.13222
9/14/2022,51089,Henry County,VA,"20,026",39.6,8557.024793
9/14/2022,34017,Hudson County,NJ,"536,451",79.8,29676
9/14/2022,48357,Ochiltree County,TX,"3,789",38.5,19021.68022
9/14/2022,24011,Caroline County,MD,"19,431",58.2,1690.140845
9/14/2022,17037,DeKalb County,IL,"60,195",57.4,52581.68317
9/14/2022,27169,Winona County,MN,"33,537",66.4,69491.22807
9/14/2022,27173,Yellow Medicine County,MN,"5,592",57.6,24502.41546
9/14/2022,31067,Gage County,NE,"9,972",46.4,31920.84006
9/14/2022,13283,Treutlen County,GA,"2,472",35.8,48635.29412
9/14/2022,51121,Montgomery County,VA,"46,297",47,55213.70968
9/14/2022,24021,Frederick County,MD,"208,330",80.3,106284.9265
9/14/2022,05095,Monroe County,AR,"3,939",58.8,2007.619048
9/14/2022,48499,Wood County,TX,"19,570",43,5657.289003
9/14/2022,13317,Wilkes County,GA,"4,802",49.1,41910.41667
9/14/2022,19115,Louisa County,IA,"5,953",53.9,23470.70313
9/14/2022,21127,Lawrence County,KY,"7,553",49.3,24624.72406
9/14/2022,48397,Rockwall County,TX,"61,990",59.1,29012.13592
9/14/2022,38023,Divide County,ND,950,42,34169.69697
9/14/2022,22023,Cameron Parish,LA,"1,272",18.2,23445.02618
9/14/2022,51109,Louisa County,VA,"15,611",41.5,61315.87561
9/14/2022,39019,Carroll County,OH,"12,031",44.7,4278.481013
9/14/2022,22033,East Baton Rouge Parish,LA,"250,733",57,868768.3686
9/14/2022,28007,Attala County,MS,"10,099",55.6,10460.25878
9/14/2022,48317,Martin County,TX,"1,841",31.9,15081.93669
9/14/2022,28113,Pike County,MS,"20,385",51.9,89885.93156
9/14/2022,06115,Yuba County,CA,"43,907",55.8,3827.39726
9/14/2022,55103,Richland County,WI,"10,255",59.4,30990.74074
9/14/2022,47013,Campbell County,TN,"17,856",44.8,7876.847291
9/14/2022,47147,Robertson County,TN,"38,347",53.4,25404.0404
9/14/2022,38069,Pierce County,ND,"1,821",45.8,13590.55118
9/14/2022,20119,Meade County,KS,"1,709",42.4,1077.319588
9/14/2022,48009,Archer County,TX,"5,012",58.6,488357.6642
9/14/2022,16043,Fremont County,ID,"6,059",46.3,8715.909091
9/14/2022,21171,Monroe County,KY,"4,995",46.9,25125
9/14/2022,42111,Somerset County,PA,"36,745",50,64956.8567
9/14/2022,48223,Hopkins County,TX,"14,588",39.3,16816
9/14/2022,38001,Adams County,ND,"1,080",48.7,5739.631336
9/14/2022,08123,Weld County,CO,"202,786",62.5,305391.3649
9/14/2022,29187,St. Francois County,MO,"29,832",44.4,428396.0067
9/14/2022,40109,Oklahoma County,OK,"535,797",67.2,7010.958904
9/14/2022,06029,Kern County,CA,"493,285",54.8,13038.38772
9/14/2022,39051,Fulton County,OH,"22,506",53.4,25118.39709
9/14/2022,21047,Christian County,KY,"26,433",37.5,18591.98113
9/14/2022,31091,Hooker County,NE,292,42.8,142016.4948
9/14/2022,39123,Ottawa County,OH,"25,340",62.5,36707.13392
9/14/2022,18177,Wayne County,IN,"34,135",51.8,22353.9823
9/14/2022,72019,Barranquitas Municipio,PR,"22,984",82.9,29872.19731
9/14/2022,16015,Boise County,ID,"2,673",34.1,13313.98417
9/14/2022,51025,Brunswick County,VA,"8,846",54.5,43290.15544
9/14/2022,05147,Woodruff County,AR,"3,629",57.4,4508.012821
9/14/2022,24015,Cecil County,MD,"61,665",60,108157.4074
9/14/2022,29075,Gentry County,MO,"2,943",44.8,13405.19481
9/14/2022,45057,Lancaster County,SC,"47,213",48.2,56207.4199
9/14/2022,01009,Blount County,AL,"18,772",32.5,43216.5493
9/14/2022,34001,Atlantic County,NJ,"181,534",68.8,26123.48668
9/14/2022,28093,Marshall County,MS,"19,918",56.4,32822.28117
9/14/2022,18087,LaGrange County,IN,"9,159",23.1,66764.49912
9/14/2022,29045,Clark County,MO,"2,192",32.2,83714.28571
9/14/2022,20007,Barber County,KS,"2,135",48.2,36673.68421
9/14/2022,35057,Torrance County,NM,"7,648",49.5,12935.28184
9/14/2022,39147,Seneca County,OH,"27,554",49.9,11753.95034
9/14/2022,46025,Clark County,SD,"1,942",52,30053.94191
9/14/2022,48265,Kerr County,TX,"26,816",51,15945.42254
9/14/2022,22021,Caldwell Parish,LA,"3,922",39.5,187793.722
9/14/2022,27071,Koochiching County,MN,"7,303",59.7,11562.89979
9/14/2022,42015,Bradford County,PA,"26,738",44.3,3924.855491
9/14/2022,22111,Union Parish,LA,"10,231",46.3,168597.8428
9/14/2022,13279,Toombs County,GA,"11,453",42.7,54538.75969
9/14/2022,48399,Runnels County,TX,"4,527",44.1,12351.74954
9/14/2022,21095,Harlan County,KY,"12,268",47.2,93477.76184
9/14/2022,13109,Evans County,GA,"4,395",41.3,25314.77516
9/14/2022,30079,Prairie County,MT,415,38.5,558646.7391
9/14/2022,13019,Berrien County,GA,"6,694",34.5,15320.64128
9/14/2022,12055,Highlands County,FL,"56,766",53.4,11401.31579
9/14/2022,27029,Clearwater County,MN,"3,753",42.6,59887.54325
9/14/2022,51630,Fredericksburg city,VA,"11,850",40.8,20200.99256
9/14/2022,13201,Miller County,GA,"3,163",55.3,5406.810036
9/14/2022,42083,McKean County,PA,"20,703",51,119740
9/14/2022,38089,Stark County,ND,"11,807",37.5,18452
9/14/2022,46109,Roberts County,SD,"8,141",78.3,45139.14657
9/14/2022,06109,Tuolumne County,CA,"31,525",57.9,16923.80952
9/14/2022,17191,Wayne County,IL,"6,474",39.9,7283.203125
9/14/2022,21061,Edmonson County,KY,"4,261",35.1,324622.2571
9/14/2022,31161,Sheridan County,NE,"1,762",33.6,601860.119
9/14/2022,35021,Harding County,NM,377,60.3,6965.57971
9/14/2022,47091,Johnson County,TN,"6,752",38,2800
9/14/2022,22087,St. Bernard Parish,LA,"23,655",50.1,136236.5591
9/14/2022,13289,Twiggs County,GA,"4,463",55,10398.65997
9/14/2022,29127,Marion County,MO,"12,240",42.9,318592.6352
9/14/2022,37093,Hoke County,NC,"23,281",42.1,1501.228501
9/14/2022,20087,Jefferson County,KS,"10,578",55.5,128204.918
9/14/2022,18137,Ripley County,IN,"14,085",49.7,3311.111111
9/14/2022,56033,Sheridan County,WY,"16,518",54.2,49019.65066
9/14/2022,19017,Bremer County,IA,"15,272",60.9,13271.30435
9/14/2022,05059,Hot Spring County,AR,"14,954",44.3,56461.37787
9/14/2022,12061,Indian River County,FL,"109,636",68.6,38827.01812
9/14/2022,29039,Cedar County,MO,"4,647",32.4,10463.73626
9/14/2022,19103,Johnson County,IA,"112,298",74.3,181912.2203
9/14/2022,22053,Jefferson Davis Parish,LA,"11,754",37.5,265141.3043
9/14/2022,18053,Grant County,IN,"28,549",43.4,23005.14139
9/14/2022,27079,Le Sueur County,MN,"14,499",50.2,2265532.895
9/14/2022,72139,Trujillo Alto Municipio,PR,"49,132",77.2,35218.3908
9/14/2022,12031,Duval County,FL,"595,522",62.2,177488.1579
9/14/2022,29071,Franklin County,MO,"57,318",55.1,11096.25668
9/14/2022,41019,Douglas County,OR,"59,494",53.6,11856.70732
9/14/2022,39053,Gallia County,OH,"14,242",47.6,39790.37801
9/14/2022,26007,Alpena County,MI,"16,015",56.4,7424.242424
9/14/2022,24025,Harford County,MD,"182,140",71.3,33423.22835
9/14/2022,17127,Massac County,IL,"5,794",42.1,28915.78947
9/14/2022,18127,Porter County,IN,"100,712",59.1,1519.280206
9/14/2022,13147,Hart County,GA,"10,198",38.9,1553136.558
9/14/2022,31029,Chase County,NE,"1,339",34.1,71023.91304
9/14/2022,20065,Graham County,KS,"1,246",50.2,899741.4722
9/14/2022,22059,La Salle Parish,LA,"6,915",46.4,43133.03438
9/14/2022,27127,Redwood County,MN,"8,404",55.4,6147.126437
9/14/2022,29229,Wright County,MO,"6,620",36.2,5749.425287
9/14/2022,08119,Teller County,CO,"13,987",55.1,107076.1035
9/14/2022,40075,Kiowa County,OK,"4,527",52,2253115.974
9/14/2022,23017,Oxford County,ME,"40,766",70.3,5491.484185
9/14/2022,47111,Macon County,TN,"8,264",33.6,46771.8254
9/14/2022,17197,Will County,IL,"475,798",68.9,81682.97872
9/14/2022,18131,Pulaski County,IN,"5,773",46.7,17019.50355
9/14/2022,31009,Blaine County,NE,123,26.5,447883.9161
9/14/2022,17065,Hamilton County,IL,"3,244",40,63310.92437
9/14/2022,01089,Madison County,AL,"238,058",63.8,28388.56016
9/14/2022,19113,Linn County,IA,"153,597",67.8,13200.35149
9/14/2022,29205,Shelby County,MO,"2,832",47.8,138382.4561
9/14/2022,01033,Colbert County,AL,"26,978",48.8,35713.55499
9/14/2022,16075,Payette County,ID,"7,786",32.5,83237.41007
9/14/2022,02105,Hoonah-Angoon Census Area,AK,"1,529",71.2,24689.87342
9/14/2022,39165,Warren County,OH,"154,607",65.9,31390.78947
9/14/2022,51610,Falls Church city,VA,"8,250",56.4,9330.097087
9/14/2022,13055,Chattooga County,GA,"9,617",38.8,26123.68024
9/14/2022,48451,Tom Green County,TX,"60,407",50.7,14615.84454
9/14/2022,06061,Placer County,CA,"274,061",68.8,6484.444444
9/14/2022,48237,Jack County,TX,"3,638",40.7,25630.84703
9/14/2022,55097,Portage County,WI,"45,072",63.7,3734.082397
9/14/2022,36043,Herkimer County,NY,"37,015",60.4,4119.047619
9/14/2022,24001,Allegany County,MD,"39,852",56.6,104851.7298
9/14/2022,39127,Perry County,OH,"15,098",41.8,138352.014
9/14/2022,39021,Champaign County,OH,"18,031",46.4,48576.81941
9/14/2022,48193,Hamilton County,TX,"4,188",49.5,70440.10417
9/14/2022,45071,Newberry County,SC,"20,651",53.7,17057.64967
9/14/2022,19063,Emmet County,IA,"4,923",53.5,494386.2239
9/14/2022,41047,Marion County,OR,"223,457",64.2,18527.06553
9/14/2022,41005,Clackamas County,OR,"293,252",70.1,195593.0233
9/14/2022,26015,Barry County,MI,"30,764",50,6267.605634
9/14/2022,42095,Northampton County,PA,"213,122",69.8,4337.155963
9/14/2022,13053,Chattahoochee County,GA,"30,980",95,10665.86538
9/14/2022,16057,Latah County,ID,"24,388",60.8,13955.82329
9/14/2022,48075,Childress County,TX,"3,470",47.5,208919.7432
9/14/2022,16027,Canyon County,ID,"109,227",47.5,18621.5781
9/14/2022,72149,Villalba Municipio,PR,"19,532",91.4,2716759.82
9/14/2022,12073,Leon County,FL,"170,083",57.9,49212.73517
9/14/2022,46097,Miner County,SD,"1,231",55.6,61024.66793
9/14/2022,13151,Henry County,GA,"106,257",45.3,11556.73759
9/14/2022,72043,Coamo Municipio,PR,"28,446",74.2,10410.89109
9/14/2022,04005,Coconino County,AZ,"114,178",79.6,15818.33616
9/14/2022,19069,Franklin County,IA,"5,574",55.4,20841.63701
9/14/2022,47067,Hancock County,TN,"2,189",33.1,28245.01992
9/14/2022,23027,Waldo County,ME,"29,075",73.2,40602.83688
9/14/2022,17141,Ogle County,IL,"29,768",58.8,23733.58586
9/14/2022,48315,Marion County,TX,"3,905",39.6,14794.71545
9/14/2022,31139,Pierce County,NE,"2,703",37.8,12388.0597
9/14/2022,05019,Clark County,AR,"11,206",50.2,39862.52354
9/14/2022,08101,Pueblo County,CO,"97,631",58,110998.1718
9/14/2022,40129,Roger Mills County,OK,"1,351",37.7,218093.3998
9/14/2022,17075,Iroquois County,IL,"14,048",51.8,16576.08696
9/14/2022,72111,Penuelas Municipio,PR,"16,632",86.4,25198.89503
9/14/2022,45083,Spartanburg County,SC,"143,056",44.7,967925.7991
9/14/2022,04013,Maricopa County,AZ,"2,641,920",58.9,22912.06544
9/14/2022,02016,Aleutians West Census Area,AK,"3,591",63.7,1105.617978
9/14/2022,48109,Culberson County,TX,"1,125",51.8,13087.06468
9/14/2022,22061,Lincoln Parish,LA,"20,638",44.2,40721.2766
9/14/2022,08087,Morgan County,CO,"14,344",49.3,95249.54792
9/14/2022,28041,Greene County,MS,"5,143",37.9,113264.3885
9/14/2022,27113,Pennington County,MN,"7,672",54.3,23106.87023
9/14/2022,53011,Clark County,WA,"323,800",66.3,17949.69819
9/14/2022,38007,Billings County,ND,200,21.6,3335.113485
9/14/2022,01095,Marshall County,AL,"45,198",46.7,3366.423358
9/14/2022,29201,Scott County,MO,"16,945",44.3,19470.2381
9/14/2022,26125,Oakland County,MI,"843,131",67,22835.69405
9/14/2022,51650,Hampton city,VA,"83,756",62.3,36651.16279
9/14/2022,40057,Harmon County,OK,"1,335",50.3,7157.608696
9/14/2022,17069,Hardin County,IL,"1,629",42.6,18495.09804
9/14/2022,37149,Polk County,NC,"9,386",45.3,305663.6714
9/14/2022,34031,Passaic County,NJ,"359,876",71.7,8364.896074
9/14/2022,56021,Laramie County,WY,"57,565",57.9,70025.26316
9/14/2022,29163,Pike County,MO,"6,956",38,86216.86747
9/14/2022,17009,Brown County,IL,"3,564",54.2,40905.62613
9/14/2022,40045,Ellis County,OK,"1,372",35.6,6069.026549
9/14/2022,08013,Boulder County,CO,"261,633",80.2,21746.03175
9/14/2022,20121,Miami County,KS,"16,748",48.9,30015.42416
9/14/2022,72117,Rincon Municipio,PR,"10,766",78.8,17621.52134
9/14/2022,47093,Knox County,TN,"287,898",61.2,16314.91713
9/14/2022,28101,Newton County,MS,"11,517",54.8,4941.747573
9/14/2022,06041,Marin County,CA,"235,227",90.9,2116.22276
9/14/2022,19087,Henry County,IA,"10,981",55,7528.421053
9/14/2022,29067,Douglas County,MO,"3,228",24.5,8214.285714
9/14/2022,53055,San Juan County,WA,"14,680",83.5,4896.153846
9/14/2022,08011,Bent County,CO,"1,515",27.2,30038.67403
9/14/2022,37151,Randolph County,NC,"66,037",46,32584.61538
9/14/2022,55139,Winnebago County,WI,"107,603",62.6,11277.77778
9/14/2022,49003,Box Elder County,UT,"29,644",52.9,6618.518519
9/14/2022,31027,Cedar County,NE,"3,531",42,9688.259109
9/14/2022,46021,Campbell County,SD,661,48,38456.89655
9/14/2022,34041,Warren County,NJ,"73,362",69.7,15880.13136
9/14/2022,05077,Lee County,AR,"3,605",40.7,67227.77778
9/14/2022,51169,Scott County,VA,"12,418",57.6,292371.7391
9/14/2022,50005,Caledonia County,VT,"11,323",37.8,165757.764
9/14/2022,19003,Adams County,IA,"2,050",56.9,93005.98802
9/14/2022,18019,Clark County,IN,"74,163",62.7,104566.3027
9/14/2022,28133,Sunflower County,MS,"13,616",54.2,5906.85413
9/14/2022,48157,Fort Bend County,TX,"592,052",72.9,22364.23841
9/14/2022,27095,Mille Lacs County,MN,"15,529",59.1,19811.79775
9/14/2022,32029,Storey County,NV,970,23.5,18952.38095
9/14/2022,18143,Scott County,IN,"10,811",45.3,35229.24901
9/14/2022,53043,Lincoln County,WA,"6,390",58.4,13745.66474
9/14/2022,42129,Westmoreland County,PA,"206,680",59.2,41314.55399
9/14/2022,56013,Fremont County,WY,"21,230",54.1,25598.2659
9/14/2022,39073,Hocking County,OH,"13,984",49.5,13744.73684
9/14/2022,21191,Pendleton County,KY,"6,554",44.9,9782.45614
9/14/2022,16051,Jefferson County,ID,"13,099",43.9,1794.491525
9/14/2022,01039,Covington County,AL,"14,342",38.7,43459.77011
9/14/2022,16081,Teton County,ID,"7,741",63.8,38449.4382
9/14/2022,47085,Humphreys County,TN,"7,824",42.1,25646.96223
9/14/2022,48445,Terry County,TX,"5,164",41.9,47630.66955
9/14/2022,36045,Jefferson County,NY,"82,855",75.4,10067.14628
9/14/2022,19109,Kossuth County,IA,"7,802",52.7,62952.7439
9/14/2022,18011,Boone County,IN,"49,779",73.4,25005.91716
9/14/2022,16017,Bonner County,ID,"20,098",43.9,73319.36128
9/14/2022,72153,Yauco Municipio,PR,"29,959",89.2,46389.08451
9/14/2022,47125,Montgomery County,TN,"127,370",60.9,325750
9/14/2022,20115,Marion County,KS,"6,009",50.6,16019.93355
9/14/2022,46003,Aurora County,SD,"1,552",56.4,964375
9/14/2022,42113,Sullivan County,PA,"3,351",55.2,40693.7355
9/14/2022,48035,Bosque County,TX,"8,397",44.9,2063.380282
9/14/2022,47051,Franklin County,TN,"17,829",42.2,83222.03947
9/14/2022,18147,Spencer County,IN,"9,331",46,37101.69492
9/14/2022,54035,Jackson County,WV,"15,157",53,18602.71647
9/14/2022,21035,Calloway County,KY,"18,282",46.9,10608.41424
9/14/2022,13131,Grady County,GA,"11,009",44.7,8927.536232
9/14/2022,48455,Trinity County,TX,"5,675",38.7,29001.9802
9/14/2022,48097,Cooke County,TX,"15,716",38.1,6276.635514
9/14/2022,51670,Hopewell city,VA,"7,144",31.7,13288.50856
9/14/2022,02282,Yakutat City and Borough,AK,456,78.8,5362.790698
9/14/2022,47127,Moore County,TN,"1,447",22.3,9122.270742
9/14/2022,55055,Jefferson County,WI,"49,595",58.5,2247.689464
9/14/2022,48253,Jones County,TX,"8,689",43.3,9197.183099
9/14/2022,51051,Dickenson County,VA,"6,890",48.1,4233.082707
9/14/2022,51083,Halifax County,VA,"14,926",44,57301.94805
9/14/2022,13207,Monroe County,GA,"11,809",42.8,10958.159
9/14/2022,29025,Caldwell County,MO,"3,594",39.8,9645.977011
9/14/2022,27069,Kittson County,MN,"2,606",60.6,55481.87633
9/14/2022,28079,Leake County,MS,"11,426",50.1,6353.887399
9/14/2022,09015,Windham County,CT,"76,306",65.3,24390.49587
9/14/2022,05129,Searcy County,AR,"3,139",39.8,7407.04501
9/14/2022,22113,Vermilion Parish,LA,"23,181",39,33196.38826
9/14/2022,16049,Idaho County,ID,"5,210",31.3,79566.16415
9/14/2022,28069,Kemper County,MS,"4,638",47.6,25767.66091
9/14/2022,20189,Stevens County,KS,"2,218",40.4,8783.13253
9/14/2022,37137,Pamlico County,NC,"7,530",59.2,22114.60259
9/14/2022,51600,Fairfax city,VA,"16,558",68.9,27522.24053
9/14/2022,51141,Patrick County,VA,"7,150",40.6,20213.95881
9/14/2022,13311,White County,GA,"11,186",36.3,26826.84825
9/14/2022,29137,Monroe County,MO,"3,923",45.4,8992.895204
9/14/2022,31171,Thomas County,NE,183,25.3,8056.277056
9/14/2022,17089,Kane County,IL,"362,840",68.2,1161124.487
9/14/2022,34019,Hunterdon County,NJ,"90,551",72.8,24421.84557
9/14/2022,20059,Franklin County,KS,"13,548",53,590415.2778
9/14/2022,37013,Beaufort County,NC,"26,883",57.2,13810.74766
9/14/2022,31037,Colfax County,NE,"5,219",48.7,271471.7742
9/14/2022,42059,Greene County,PA,"18,847",52,10194.83101
9/14/2022,24017,Charles County,MD,"118,344",72.5,2136.752137
9/14/2022,35049,Santa Fe County,NM,"126,141",83.9,3896.440129
9/14/2022,01029,Cleburne County,AL,"4,372",29.3,13863.53945
9/14/2022,05035,Crittenden County,AR,"22,525",47,14558.13953
9/14/2022,45085,Sumter County,SC,"62,013",58.1,653.5947712
9/14/2022,16067,Minidoka County,ID,"9,262",44,1928015.538
9/14/2022,26133,Osceola County,MI,"9,970",42.5,40346.97856
9/14/2022,08033,Dolores County,CO,875,42.6,15465.86345
9/14/2022,51009,Amherst County,VA,"14,929",47.2,2728.136882
9/14/2022,56003,Big Horn County,WY,"4,771",40.5,21006.43777
9/14/2022,01077,Lauderdale County,AL,"44,214",47.7,59492.95775
9/14/2022,55115,Shawano County,WI,"22,269",54.4,13615.19608
9/14/2022,45043,Georgetown County,SC,"34,884",55.7,45182.65683
9/14/2022,17053,Ford County,IL,"7,599",58.6,23469.76744
9/14/2022,06071,San Bernardino County,CA,"1,289,096",59.1,5685.425685
9/14/2022,02158,Kusilvak Census Area,AK,"5,700",68.6,3885.85209
9/14/2022,27083,Lyon County,MN,"14,693",57.7,2796
9/14/2022,05033,Crawford County,AR,"29,615",46.8,28542.85714
9/14/2022,24510,Baltimore city,MD,"391,566",66,150609.0604
9/14/2022,54071,Pendleton County,WV,"4,168",59.8,30701.27796
9/14/2022,38103,Wells County,ND,"1,684",43.9,1953791.045
9/14/2022,39015,Brown County,OH,"18,219",41.9,129628.6267
9/14/2022,13287,Turner County,GA,"4,061",50.9,216304.6252
9/14/2022,72147,Vieques Municipio,PR,"7,345",87.6,5195
9/14/2022,31059,Fillmore County,NE,"2,901",53.1,32711.57895
9/14/2022,30077,Powell County,MT,"3,163",45.9,12220.18349
9/14/2022,72051,Dorado Municipio,PR,"29,770",82.4,27079.54545
9/14/2022,55049,Iowa County,WI,"16,484",69.6,1314.136126
9/14/2022,47135,Perry County,TN,"3,366",41.7,173706.7138
9/14/2022,51750,Radford city,VA,"6,389",35,789032.9531
9/14/2022,31101,Keith County,NE,"3,094",38.5,130577.812
9/14/2022,18115,Ohio County,IN,"4,570",77.8,12337.26415
9/14/2022,21017,Bourbon County,KY,"11,731",59.3,22742.20374
9/14/2022,54105,Wirt County,WV,"2,872",49.3,45711.11111
9/14/2022,21109,Jackson County,KY,"4,994",37.5,62864.60033
9/14/2022,30111,Yellowstone County,MT,"84,969",52.7,20773.48066
9/14/2022,16013,Blaine County,ID,"19,249",83.6,766909.4955
9/14/2022,24031,Montgomery County,MD,"945,506",90,6463.054187
9/14/2022,48207,Haskell County,TX,"2,179",38.5,102181.6817
